Employee_ID,Name,Age,Salary,City,Department,Experience_Years,Performance_Score,Bonus,Work_Hours
7270.0,Priya,58.0,49776.0,Bangalore,IT,0.0,2.0,20322.0,6.0
9583.0,Pooja,,118535.0,Pune,Sales,7.0,3.0,44776.0,8.0
7623.0,,41.0,122234.0,Delhi,IT,11.0,2.0,37244.0,
6088.0,Rohan,19.0,124306.0,Delhi,Marketing,17.0,1.0,32230.0,
8564.0,Sneha,,124133.0,Pune,Marketing,24.0,1.0,17608.0,
,,32.0,20433.0,Mumbai,HR,11.0,4.0,36831.0,8.0
7545.0,Priya,41.0,149391.0,Delhi,HR,14.0,2.0,5451.0,10.0
3321.0,Pooja,43.0,71063.0,,Marketing,12.0,2.0,,10.0
9149.0,,25.0,50115.0,Pune,Sales,10.0,,13605.0,5.0
9125.0,Akash,57.0,23228.0,Mumbai,Finance,,5.0,27442.0,
9330.0,Pooja,22.0,,Pune,IT,24.0,2.0,19053.0,11.0
9294.0,Priya,25.0,77126.0,Kolkata,HR,12.0,2.0,,
6333.0,Sneha,56.0,28519.0,Bangalore,Marketing,12.0,4.0,34043.0,11.0
9675.0,Karan,49.0,20081.0,Delhi,IT,19.0,9.0,43624.0,5.0
8858.0,,48.0,,,HR,20.0,3.0,49750.0,10.0
,Akash,25.0,124954.0,Kolkata,IT,6.0,1.0,34737.0,8.0
6389.0,Pooja,34.0,122486.0,Bangalore,IT,7.0,2.0,12429.0,4.0
2848.0,Aman,40.0,80327.0,Delhi,Finance,19.0,8.0,18111.0,7.0
4205.0,Aman,56.0,106669.0,Pune,IT,20.0,,36622.0,7.0
3161.0,Sneha,30.0,,Pune,HR,18.0,7.0,29979.0,11.0
2464.0,Aman,32.0,71910.0,Pune,IT,5.0,7.0,14788.0,
1643.0,Karan,45.0,83846.0,Delhi,IT,0.0,1.0,45055.0,5.0
6351.0,Karan,47.0,108994.0,Bangalore,Sales,19.0,4.0,27107.0,9.0
5553.0,Priya,32.0,,,Finance,23.0,9.0,,4.0
,Akash,55.0,111236.0,Chennai,Sales,20.0,3.0,29750.0,4.0
6723.0,Aman,25.0,,Bangalore,IT,,9.0,,7.0
8946.0,Rohan,32.0,50392.0,Pune,IT,20.0,1.0,18927.0,6.0
1610.0,Rahul,55.0,142713.0,Bangalore,Marketing,0.0,6.0,,
5302.0,Pooja,56.0,44645.0,Pune,HR,17.0,2.0,,
2543.0,Karan,51.0,53450.0,Delhi,HR,4.0,8.0,20731.0,5.0
2466.0,Priya,53.0,139220.0,Kolkata,HR,2.0,6.0,42596.0,9.0
7236.0,Rohan,37.0,112587.0,Chennai,Marketing,18.0,4.0,6173.0,8.0
2181.0,Karan,30.0,125155.0,Mumbai,IT,17.0,5.0,44634.0,7.0
3146.0,Akash,,139178.0,Pune,IT,13.0,2.0,12983.0,11.0
,Rahul,40.0,141879.0,Delhi,Marketing,6.0,8.0,47172.0,6.0
5536.0,Pooja,20.0,91773.0,Bangalore,HR,23.0,9.0,14935.0,10.0
1719.0,Karan,39.0,141224.0,Pune,Finance,7.0,9.0,29465.0,
5680.0,Karan,46.0,85853.0,,Marketing,14.0,,35088.0,10.0
4472.0,Aman,57.0,23141.0,Chennai,IT,23.0,2.0,35140.0,11.0
,Rohan,47.0,108692.0,Mumbai,IT,8.0,8.0,22693.0,
1063.0,,41.0,38380.0,Chennai,HR,15.0,2.0,,6.0
1559.0,Aman,42.0,,Mumbai,Finance,10.0,9.0,49631.0,8.0
8446.0,Sneha,29.0,61415.0,Bangalore,Marketing,3.0,8.0,35202.0,6.0
2733.0,Sneha,37.0,124063.0,???,Unknown123,17.0,8.0,6095.0,4.0
9861.0,Aman,50.0,132968.0,Pune,Sales,20.0,4.0,36501.0,7.0
4894.0,Karan,56.0,146879.0,Kolkata,Sales,0.0,2.0,40691.0,9.0
,Rohan,39.0,113918.0,Kolkata,HR,14.0,8.0,25273.0,9.0
3415.0,Akash,36.0,112457.0,,Marketing,7.0,9.0,39775.0,6.0
7090.0,Priya,49.0,57047.0,Bangalore,Sales,16.0,2.0,26130.0,7.0
6217.0,Pooja,43.0,135746.0,Kolkata,IT,15.0,7.0,14549.0,4.0
6387.0,Akash,24.0,89074.0,Delhi,Sales,22.0,7.0,,7.0
,Akash,25.0,,Bangalore,Sales,1.0,4.0,19519.0,7.0
9187.0,,28.0,111878.0,Pune,Sales,12.0,4.0,31711.0,
7643.0,Priya,57.0,123361.0,Kolkata,IT,17.0,5.0,12908.0,4.0
8660.0,Akash,33.0,26231.0,,Marketing,4.0,8.0,30178.0,6.0
,Rahul,26.0,96405.0,Mumbai,Marketing,7.0,6.0,19587.0,
7028.0,Aman,58.0,114299.0,Mumbai,IT,24.0,6.0,45294.0,11.0
6447.0,Rohan,21.0,115376.0,,HR,15.0,5.0,6339.0,4.0
5559.0,Pooja,28.0,110971.0,Mumbai,HR,6.0,3.0,,10.0
3749.0,Priya,27.0,136153.0,Delhi,Finance,3.0,5.0,28933.0,
2948.0,Akash,46.0,67753.0,Delhi,IT,11.0,8.0,30877.0,6.0
7306.0,Rohan,58.0,123244.0,Bangalore,IT,8.0,7.0,29846.0,11.0
9251.0,Sneha,22.0,21849.0,Bangalore,IT,11.0,2.0,44786.0,8.0
,Rahul,20.0,134271.0,,Finance,6.0,7.0,13033.0,11.0
9524.0,Akash,30.0,116480.0,Delhi,Marketing,,3.0,49309.0,
,Akash,33.0,127443.0,Chennai,,11.0,5.0,44298.0,5.0
7008.0,Akash,58.0,140918.0,Mumbai,Finance,17.0,3.0,46692.0,6.0
,Rahul,25.0,75321.0,Mumbai,Sales,16.0,6.0,44825.0,5.0
1295.0,Aman,45.0,47619.0,,HR,12.0,5.0,,6.0
9368.0,Rohan,41.0,87236.0,Bangalore,HR,0.0,1.0,18682.0,11.0
,Karan,55.0,127429.0,Mumbai,Sales,2.0,7.0,22083.0,8.0
,Karan,19.0,100013.0,Mumbai,IT,6.0,8.0,15279.0,10.0
9997.0,Akash,23.0,131308.0,Pune,,11.0,5.0,10893.0,8.0
8003.0,Sneha,36.0,116436.0,Bangalore,IT,6.0,1.0,45937.0,7.0
9406.0,Pooja,35.0,102671.0,Mumbai,HR,14.0,6.0,30612.0,7.0
3700.0,Akash,55.0,111419.0,Chennai,HR,0.0,6.0,40256.0,7.0
9788.0,Rahul,41.0,53381.0,Delhi,Marketing,4.0,4.0,20491.0,11.0
6873.0,Rahul,56.0,88312.0,Chennai,Sales,4.0,7.0,,10.0
5714.0,,37.0,47538.0,Delhi,Sales,6.0,,27966.0,7.0
7491.0,Rohan,41.0,141270.0,Bangalore,Sales,5.0,2.0,28438.0,9.0
9333.0,Sneha,19.0,40812.0,Chennai,HR,21.0,4.0,49039.0,4.0
3839.0,Akash,53.0,96463.0,Pune,Marketing,18.0,7.0,45815.0,
4513.0,Karan,33.0,28103.0,Kolkata,Finance,8.0,2.0,9334.0,10.0
2135.0,Sneha,52.0,140170.0,Mumbai,Finance,17.0,9.0,,4.0
7357.0,Pooja,24.0,91214.0,Kolkata,IT,11.0,9.0,35723.0,10.0
3247.0,Sneha,47.0,49240.0,Kolkata,HR,10.0,7.0,40915.0,11.0
,Sneha,52.0,140246.0,Pune,HR,,2.0,43518.0,10.0
5516.0,Akash,56.0,48066.0,Chennai,Marketing,2.0,8.0,5366.0,
5102.0,Akash,33.0,55577.0,Kolkata,Marketing,24.0,6.0,29852.0,11.0
,Akash,33.0,34402.0,Delhi,Marketing,10.0,1.0,31215.0,10.0
7532.0,Akash,41.0,69603.0,Kolkata,Finance,17.0,8.0,27917.0,5.0
5511.0,Sneha,31.0,141899.0,Pune,HR,23.0,7.0,20199.0,9.0
,Rahul,33.0,127083.0,Pune,,1.0,7.0,24946.0,
4062.0,Pooja,49.0,95734.0,Kolkata,Finance,16.0,5.0,5709.0,11.0
8975.0,Pooja,24.0,43619.0,???,Unknown123,21.0,1.0,6993.0,4.0
,Karan,42.0,,Kolkata,HR,6.0,7.0,37971.0,11.0
8210.0,Aman,40.0,138049.0,Mumbai,Marketing,8.0,6.0,13708.0,4.0
4539.0,Rohan,19.0,139887.0,Bangalore,Marketing,8.0,5.0,,6.0
1526.0,Rahul,26.0,112053.0,Chennai,Finance,22.0,1.0,12945.0,10.0
3807.0,,54.0,51704.0,Bangalore,HR,5.0,9.0,29742.0,7.0
2753.0,Priya,59.0,38289.0,Pune,Finance,7.0,2.0,29143.0,
7882.0,Priya,49.0,59063.0,Mumbai,Finance,23.0,,23870.0,
,Rohan,39.0,122314.0,Pune,Finance,8.0,3.0,19180.0,9.0
5841.0,Akash,35.0,148774.0,Chennai,Sales,24.0,6.0,41428.0,10.0
5041.0,Priya,59.0,80554.0,Kolkata,Finance,9.0,7.0,40700.0,4.0
6024.0,Priya,40.0,135453.0,Kolkata,Sales,8.0,4.0,36533.0,6.0
9965.0,Aman,26.0,,Kolkata,Marketing,18.0,5.0,21238.0,11.0
9734.0,Rahul,44.0,58819.0,,HR,20.0,8.0,,10.0
5417.0,Pooja,51.0,42771.0,Mumbai,Finance,17.0,8.0,17526.0,8.0
9977.0,Sneha,26.0,111807.0,Chennai,IT,18.0,8.0,42528.0,11.0
5635.0,Rohan,38.0,147491.0,,IT,19.0,2.0,18562.0,
,Rohan,34.0,119027.0,Chennai,IT,21.0,9.0,26280.0,11.0
6884.0,Aman,22.0,95672.0,Kolkata,Finance,18.0,5.0,35486.0,11.0
1448.0,Karan,31.0,112628.0,Pune,Marketing,0.0,9.0,32929.0,5.0
4310.0,,35.0,44307.0,Mumbai,HR,8.0,5.0,31060.0,4.0
5585.0,Sneha,41.0,30661.0,Chennai,HR,11.0,3.0,15478.0,5.0
9108.0,Sneha,26.0,142645.0,Mumbai,HR,9.0,,6046.0,10.0
5409.0,Aman,48.0,68604.0,Pune,Finance,0.0,1.0,,
8873.0,Akash,38.0,106882.0,Bangalore,Sales,,3.0,12085.0,9.0
7051.0,Priya,,144667.0,Chennai,IT,2.0,9.0,27709.0,8.0
9576.0,Pooja,43.0,149515.0,,Finance,19.0,1.0,39605.0,
1294.0,Pooja,34.0,73293.0,Chennai,Sales,21.0,5.0,40107.0,10.0
2238.0,Pooja,21.0,59258.0,Bangalore,HR,20.0,1.0,48527.0,9.0
9041.0,Karan,24.0,100512.0,Pune,Finance,19.0,,,6.0
3816.0,,,132488.0,Bangalore,HR,14.0,7.0,29469.0,5.0
2098.0,Rohan,58.0,93371.0,Chennai,IT,21.0,4.0,24852.0,8.0
2737.0,Sneha,48.0,63412.0,Mumbai,,21.0,8.0,43758.0,7.0
3189.0,Rahul,38.0,116841.0,Pune,Marketing,3.0,8.0,24080.0,10.0
3765.0,Aman,31.0,30405.0,Kolkata,IT,10.0,6.0,21543.0,9.0
2222.0,Sneha,44.0,36924.0,Kolkata,IT,20.0,7.0,47856.0,5.0
,Sneha,55.0,105267.0,Kolkata,IT,22.0,,14047.0,7.0
1410.0,Sneha,40.0,127365.0,Delhi,IT,0.0,4.0,44046.0,9.0
3945.0,Karan,27.0,25446.0,Bangalore,Sales,23.0,9.0,27258.0,5.0
9102.0,Aman,38.0,104896.0,Pune,Sales,4.0,8.0,,5.0
5786.0,Rohan,20.0,28908.0,Mumbai,IT,14.0,9.0,39174.0,8.0
1786.0,Sneha,28.0,80560.0,Mumbai,HR,21.0,4.0,37336.0,
3109.0,Karan,30.0,105960.0,Chennai,Sales,21.0,3.0,35471.0,9.0
6446.0,Pooja,26.0,121007.0,Delhi,Sales,,7.0,24067.0,7.0
6835.0,Pooja,32.0,29606.0,Chennai,HR,15.0,5.0,49891.0,11.0
2986.0,,19.0,127943.0,Kolkata,Marketing,23.0,5.0,17411.0,4.0
9126.0,Priya,41.0,146453.0,Bangalore,Marketing,23.0,,11639.0,10.0
8300.0,Karan,30.0,53640.0,,IT,10.0,4.0,22310.0,11.0
,Priya,41.0,21596.0,,HR,10.0,8.0,48880.0,4.0
3403.0,,40.0,51932.0,Bangalore,Sales,13.0,6.0,44952.0,9.0
9262.0,Sneha,51.0,92132.0,Mumbai,HR,9.0,4.0,5025.0,8.0
5401.0,Sneha,20.0,62803.0,Delhi,,22.0,8.0,44571.0,9.0
7701.0,Sneha,31.0,118315.0,,Sales,17.0,6.0,37415.0,7.0
4295.0,Rahul,43.0,22353.0,Mumbai,Sales,21.0,7.0,37250.0,5.0
9953.0,Karan,18.0,,Pune,Finance,6.0,1.0,33378.0,10.0
3121.0,Rahul,46.0,90522.0,Bangalore,,9.0,4.0,39714.0,6.0
,,29.0,34507.0,Chennai,IT,14.0,4.0,33979.0,
5197.0,Rahul,22.0,74426.0,Bangalore,HR,,8.0,32525.0,
6700.0,Aman,58.0,,Bangalore,Marketing,5.0,3.0,24357.0,7.0
8232.0,Karan,24.0,50453.0,,Sales,4.0,9.0,34275.0,8.0
,Sneha,52.0,113693.0,Chennai,HR,24.0,,21432.0,9.0
2085.0,Priya,24.0,72400.0,Mumbai,Marketing,5.0,5.0,27116.0,10.0
9645.0,Rahul,42.0,74581.0,Mumbai,Marketing,,1.0,9637.0,9.0
3621.0,Sneha,49.0,75369.0,Mumbai,Marketing,5.0,9.0,25740.0,11.0
9810.0,Sneha,45.0,28517.0,Mumbai,Marketing,19.0,4.0,,6.0
9828.0,Aman,43.0,141043.0,Bangalore,Sales,6.0,1.0,8986.0,7.0
3348.0,Aman,27.0,68494.0,Pune,HR,6.0,3.0,30798.0,11.0
,Rahul,50.0,108112.0,Bangalore,Finance,11.0,8.0,35365.0,8.0
4036.0,Priya,26.0,59191.0,Mumbai,Finance,17.0,8.0,36029.0,
3349.0,Priya,52.0,,Mumbai,,0.0,1.0,46338.0,8.0
,Karan,,85266.0,Chennai,Marketing,19.0,2.0,45732.0,9.0
5432.0,Rahul,35.0,75748.0,,Finance,12.0,9.0,,9.0
7175.0,Rahul,21.0,48459.0,Mumbai,Finance,5.0,7.0,37222.0,7.0
8265.0,Akash,36.0,,Bangalore,Sales,8.0,2.0,28407.0,10.0
7103.0,Aman,23.0,43347.0,Kolkata,Finance,,1.0,13736.0,8.0
8358.0,Priya,50.0,84968.0,Delhi,Sales,1.0,8.0,46577.0,10.0
,Rohan,21.0,25190.0,Delhi,,20.0,6.0,39671.0,11.0
2249.0,Aman,50.0,21401.0,Pune,Marketing,14.0,8.0,,6.0
7808.0,Sneha,21.0,79399.0,Pune,Marketing,22.0,6.0,16286.0,7.0
4556.0,Priya,38.0,63307.0,Pune,HR,8.0,,,11.0
,Sneha,45.0,90897.0,Kolkata,,12.0,5.0,8421.0,11.0
9988.0,Akash,24.0,116201.0,Delhi,,18.0,7.0,45826.0,11.0
6299.0,Aman,25.0,135992.0,Chennai,HR,8.0,2.0,13943.0,
,Pooja,52.0,57755.0,Bangalore,Sales,7.0,8.0,14116.0,7.0
3977.0,Aman,29.0,146758.0,Kolkata,Marketing,0.0,2.0,7574.0,11.0
1962.0,Sneha,36.0,139929.0,Pune,Marketing,,9.0,19045.0,
6725.0,Karan,59.0,115520.0,Bangalore,Sales,9.0,3.0,6496.0,10.0
6489.0,Pooja,55.0,106856.0,Mumbai,Sales,6.0,,,7.0
,Priya,35.0,59338.0,Mumbai,IT,10.0,2.0,32069.0,8.0
,Rohan,45.0,57544.0,Kolkata,IT,,4.0,23470.0,7.0
1372.0,Pooja,55.0,123408.0,Pune,IT,23.0,6.0,20047.0,9.0
5380.0,Rahul,49.0,117118.0,Delhi,Sales,8.0,4.0,,11.0
8617.0,Pooja,47.0,21252.0,Bangalore,IT,14.0,7.0,25243.0,5.0
7279.0,Rohan,49.0,128656.0,Kolkata,IT,19.0,5.0,49438.0,11.0
1095.0,Sneha,39.0,63318.0,Mumbai,Sales,7.0,,35029.0,9.0
5369.0,Karan,22.0,138235.0,Kolkata,HR,17.0,4.0,11636.0,4.0
4941.0,,24.0,61161.0,Mumbai,Marketing,13.0,6.0,7432.0,9.0
8021.0,Akash,26.0,100263.0,???,Unknown123,22.0,1.0,15583.0,
4944.0,Aman,20.0,35806.0,Bangalore,HR,9.0,7.0,15868.0,10.0
6868.0,Sneha,36.0,54870.0,Chennai,IT,20.0,9.0,43001.0,7.0
6396.0,Karan,35.0,101633.0,Bangalore,Marketing,24.0,7.0,21387.0,8.0
9041.0,Sneha,47.0,90835.0,Pune,IT,19.0,8.0,25192.0,
1131.0,Karan,54.0,32870.0,Pune,,8.0,3.0,16934.0,7.0
8290.0,Priya,25.0,52673.0,Kolkata,Marketing,2.0,2.0,36297.0,7.0
7516.0,Aman,46.0,128020.0,Mumbai,Sales,5.0,3.0,30803.0,
6906.0,Rahul,34.0,89098.0,Bangalore,Sales,14.0,3.0,32936.0,11.0
1807.0,Rohan,36.0,68221.0,Mumbai,Marketing,9.0,1.0,6137.0,11.0
1050.0,Rohan,31.0,86201.0,Pune,Marketing,20.0,7.0,48177.0,8.0
6277.0,Akash,33.0,,Bangalore,Sales,7.0,7.0,,5.0
1055.0,Priya,32.0,97114.0,Pune,,17.0,4.0,,7.0
4664.0,Rahul,53.0,54287.0,Pune,Sales,22.0,7.0,43099.0,9.0
1743.0,Pooja,35.0,79935.0,,Finance,2.0,9.0,22862.0,7.0
7030.0,Karan,57.0,61502.0,Kolkata,Marketing,24.0,4.0,33802.0,9.0
,Sneha,54.0,130954.0,Bangalore,HR,8.0,1.0,39894.0,7.0
1079.0,Rahul,48.0,102199.0,Bangalore,HR,,6.0,,
3966.0,Priya,57.0,138549.0,Chennai,Finance,22.0,3.0,32714.0,11.0
4728.0,Karan,30.0,76144.0,Mumbai,Finance,4.0,8.0,,9.0
5536.0,Akash,26.0,134398.0,???,Unknown123,9.0,6.0,45179.0,10.0
,Sneha,55.0,92147.0,Chennai,,,2.0,49552.0,11.0
6813.0,Pooja,24.0,40714.0,Chennai,IT,13.0,4.0,23304.0,4.0
9410.0,Rahul,50.0,21924.0,???,Unknown123,13.0,7.0,,11.0
,Akash,41.0,62727.0,Pune,Marketing,16.0,6.0,34588.0,7.0
1594.0,Karan,53.0,141186.0,Mumbai,Sales,24.0,8.0,11960.0,5.0
,Priya,44.0,23152.0,Bangalore,Finance,8.0,1.0,39846.0,5.0
1140.0,Priya,27.0,108367.0,Kolkata,Finance,18.0,2.0,33345.0,9.0
,Priya,30.0,116647.0,Kolkata,Marketing,17.0,6.0,31833.0,10.0
5205.0,Rahul,39.0,33746.0,Chennai,Finance,11.0,8.0,19296.0,9.0
6171.0,,23.0,137286.0,Pune,HR,14.0,2.0,39261.0,7.0
8782.0,Rahul,38.0,68544.0,Pune,Finance,20.0,4.0,12156.0,5.0
3660.0,Akash,44.0,107013.0,Kolkata,Finance,23.0,4.0,15610.0,4.0
7856.0,Aman,51.0,140990.0,,Finance,22.0,6.0,17030.0,4.0
,Akash,23.0,110512.0,Pune,HR,7.0,2.0,41276.0,8.0
6318.0,Karan,24.0,105133.0,Chennai,IT,4.0,7.0,45181.0,7.0
3552.0,Rahul,52.0,48824.0,Kolkata,Marketing,17.0,7.0,41664.0,5.0
4611.0,Karan,47.0,35103.0,Bangalore,HR,0.0,1.0,24866.0,5.0
9062.0,Rohan,28.0,,Mumbai,Sales,13.0,7.0,38565.0,6.0
,Pooja,47.0,57065.0,Kolkata,HR,4.0,7.0,26791.0,
9506.0,Pooja,38.0,43215.0,Bangalore,IT,,5.0,,11.0
8603.0,Pooja,58.0,22064.0,Pune,,18.0,4.0,26823.0,5.0
5172.0,Rohan,28.0,96891.0,Pune,Finance,,1.0,39018.0,7.0
3946.0,Sneha,23.0,96762.0,Kolkata,IT,4.0,4.0,6149.0,7.0
4236.0,Aman,36.0,113134.0,Kolkata,Marketing,13.0,6.0,40852.0,4.0
,Priya,42.0,26737.0,Bangalore,IT,0.0,9.0,6858.0,5.0
5807.0,Akash,49.0,35951.0,Pune,IT,16.0,8.0,43509.0,10.0
2537.0,Pooja,,28927.0,Chennai,Finance,20.0,7.0,35284.0,
,Akash,29.0,46848.0,Bangalore,,18.0,,19385.0,5.0
2867.0,Rahul,30.0,73830.0,Chennai,Finance,13.0,9.0,13325.0,5.0
2161.0,Sneha,22.0,,???,Unknown123,23.0,7.0,21595.0,11.0
4920.0,Aman,29.0,131920.0,Mumbai,Finance,14.0,6.0,40358.0,11.0
6693.0,Priya,43.0,136225.0,Chennai,HR,10.0,1.0,20433.0,9.0
,Aman,52.0,,Kolkata,Finance,19.0,7.0,6043.0,4.0
8738.0,Pooja,35.0,48698.0,Pune,Marketing,24.0,8.0,26293.0,6.0
9456.0,Karan,,70041.0,Delhi,HR,,6.0,25430.0,6.0
7331.0,Rohan,58.0,113661.0,Pune,Sales,16.0,7.0,17226.0,6.0
6182.0,Sneha,,60983.0,Chennai,Marketing,23.0,6.0,49220.0,7.0
2526.0,Aman,43.0,40180.0,Delhi,Finance,7.0,2.0,48081.0,
9131.0,Karan,32.0,128899.0,Mumbai,Finance,6.0,8.0,,5.0
5394.0,Priya,55.0,20717.0,Kolkata,Finance,15.0,6.0,21172.0,11.0
2158.0,Sneha,43.0,,Delhi,HR,0.0,4.0,7254.0,6.0
,Pooja,58.0,95754.0,Pune,HR,9.0,9.0,,6.0
5630.0,Priya,,54400.0,Pune,Sales,8.0,1.0,24256.0,8.0
4513.0,Pooja,31.0,94371.0,Chennai,IT,3.0,6.0,,
2144.0,Akash,52.0,146748.0,Bangalore,Marketing,21.0,8.0,29743.0,4.0
1068.0,Akash,26.0,122271.0,Chennai,Finance,14.0,3.0,28757.0,9.0
4717.0,Priya,44.0,104547.0,Mumbai,Marketing,21.0,7.0,32470.0,11.0
5723.0,Akash,58.0,135580.0,,HR,4.0,3.0,22484.0,4.0
5213.0,Akash,49.0,62386.0,Chennai,Finance,20.0,4.0,45546.0,11.0
7413.0,Akash,22.0,147722.0,Kolkata,IT,20.0,4.0,37147.0,7.0
4466.0,Karan,49.0,30789.0,Pune,Sales,9.0,2.0,39112.0,8.0
4026.0,Priya,48.0,146957.0,Delhi,Marketing,12.0,7.0,28389.0,4.0
,Akash,23.0,128003.0,,IT,20.0,3.0,13557.0,5.0
3747.0,Rohan,48.0,135255.0,Bangalore,Finance,17.0,7.0,,11.0
8271.0,Sneha,48.0,130313.0,Bangalore,,20.0,,46168.0,
,Priya,56.0,112064.0,Pune,HR,21.0,6.0,48029.0,
4855.0,Aman,24.0,127887.0,Chennai,Marketing,22.0,8.0,29894.0,8.0
,Sneha,27.0,61435.0,Pune,Finance,7.0,2.0,28301.0,11.0
3203.0,Karan,48.0,89053.0,Bangalore,IT,17.0,,18283.0,7.0
,,22.0,55545.0,Kolkata,Finance,12.0,4.0,7675.0,
2144.0,Rahul,49.0,51470.0,Delhi,HR,7.0,2.0,44194.0,9.0
3699.0,Sneha,31.0,,Kolkata,Finance,11.0,8.0,7211.0,
1560.0,Karan,58.0,144379.0,Pune,HR,3.0,9.0,43337.0,7.0
2187.0,Rahul,31.0,112001.0,Chennai,HR,18.0,1.0,15538.0,4.0
,Pooja,25.0,51340.0,,Finance,14.0,9.0,23060.0,11.0
,Pooja,37.0,63631.0,Mumbai,Sales,23.0,,26951.0,
2689.0,Rohan,59.0,146408.0,Mumbai,HR,18.0,5.0,18164.0,11.0
5407.0,Priya,58.0,78324.0,Pune,Marketing,2.0,7.0,18145.0,
3423.0,Aman,56.0,74717.0,Mumbai,,2.0,5.0,46081.0,10.0
2369.0,Priya,27.0,,Pune,Marketing,24.0,,49038.0,8.0
,Aman,27.0,115113.0,Pune,HR,11.0,1.0,22573.0,7.0
7728.0,Pooja,25.0,81372.0,Kolkata,Finance,4.0,5.0,43666.0,
9772.0,Aman,34.0,46409.0,Kolkata,Finance,22.0,6.0,43930.0,6.0
1976.0,Pooja,55.0,122342.0,,HR,7.0,9.0,,6.0
5272.0,Priya,30.0,104160.0,Delhi,,6.0,5.0,28696.0,9.0
7497.0,Sneha,54.0,35811.0,Pune,,,5.0,26270.0,10.0
1118.0,Akash,53.0,53240.0,,Finance,0.0,3.0,30611.0,9.0
2542.0,Rahul,38.0,134805.0,,Marketing,22.0,4.0,6419.0,7.0
,Akash,19.0,144945.0,Chennai,,22.0,1.0,33419.0,11.0
4043.0,Rahul,47.0,149095.0,Kolkata,HR,10.0,8.0,42369.0,4.0
1972.0,Akash,36.0,36497.0,,Sales,19.0,9.0,7814.0,5.0
1915.0,Priya,57.0,41159.0,Mumbai,,0.0,7.0,38519.0,9.0
7621.0,Pooja,32.0,33937.0,Chennai,,1.0,3.0,18619.0,8.0
1586.0,Priya,41.0,110951.0,Chennai,Finance,24.0,1.0,45485.0,5.0
9542.0,Aman,59.0,134714.0,,Marketing,13.0,7.0,41694.0,8.0
6625.0,Rohan,30.0,,Delhi,Sales,18.0,3.0,22662.0,10.0
8354.0,Priya,41.0,39586.0,Delhi,IT,7.0,7.0,21260.0,
5591.0,Pooja,18.0,144918.0,Pune,Finance,23.0,8.0,48668.0,9.0
3562.0,Rahul,35.0,144547.0,Chennai,Sales,13.0,7.0,30814.0,
7839.0,Aman,35.0,78415.0,Pune,Finance,8.0,3.0,46472.0,8.0
9464.0,Rahul,,91389.0,Delhi,HR,,2.0,33488.0,5.0
3927.0,Akash,133.0,1369241.0,Kolkata,Finance,,3.0,283738.0,11.0
7195.0,Rohan,28.0,,Delhi,HR,12.0,8.0,37066.0,5.0
,Priya,45.0,40566.0,Bangalore,Sales,19.0,4.0,14809.0,9.0
,Akash,,106857.0,Delhi,Finance,4.0,6.0,48138.0,9.0
6882.0,Aman,49.0,85366.0,Delhi,,22.0,8.0,11385.0,11.0
7446.0,,51.0,60137.0,Bangalore,HR,15.0,6.0,18922.0,4.0
6167.0,Sneha,58.0,144616.0,Pune,Sales,12.0,6.0,36382.0,5.0
2522.0,Karan,18.0,147844.0,Mumbai,Marketing,21.0,4.0,26880.0,8.0
,Rohan,32.0,140872.0,Kolkata,HR,24.0,5.0,47582.0,9.0
4540.0,Priya,41.0,122568.0,Pune,HR,,,39154.0,10.0
2479.0,Pooja,57.0,133620.0,Delhi,IT,7.0,4.0,47381.0,7.0
7677.0,Rahul,19.0,109503.0,Kolkata,Sales,,4.0,19947.0,
2205.0,Priya,23.0,149031.0,Pune,Sales,3.0,,,6.0
7660.0,Priya,19.0,49089.0,Chennai,HR,18.0,1.0,30405.0,10.0
9848.0,Pooja,34.0,36165.0,Chennai,Marketing,9.0,1.0,43140.0,8.0
1589.0,Rahul,24.0,39473.0,Pune,IT,9.0,4.0,,5.0
5326.0,Priya,20.0,125950.0,Mumbai,Finance,11.0,1.0,24662.0,6.0
5904.0,Aman,41.0,137760.0,Chennai,Marketing,3.0,6.0,48228.0,10.0
7421.0,Rohan,29.0,,Chennai,Marketing,12.0,5.0,9556.0,7.0
4759.0,Akash,35.0,113907.0,Delhi,Finance,15.0,1.0,21921.0,11.0
,Rohan,,116399.0,Delhi,IT,5.0,7.0,31456.0,9.0
9655.0,Akash,43.0,57377.0,Mumbai,Marketing,4.0,6.0,37665.0,4.0
,Aman,18.0,56153.0,Mumbai,Marketing,11.0,4.0,32410.0,11.0
6936.0,Rohan,18.0,78648.0,Mumbai,Sales,23.0,3.0,,10.0
9774.0,Aman,59.0,63881.0,Kolkata,Finance,9.0,4.0,8982.0,
3205.0,Rahul,20.0,144755.0,Chennai,Finance,4.0,8.0,29814.0,5.0
5114.0,Akash,59.0,110744.0,Kolkata,,2.0,1.0,14326.0,6.0
5027.0,Rahul,21.0,44675.0,Mumbai,Sales,10.0,3.0,13335.0,4.0
5816.0,Rahul,41.0,34827.0,Chennai,Finance,6.0,1.0,30196.0,11.0
8188.0,Rohan,29.0,,Pune,HR,16.0,6.0,41885.0,11.0
3808.0,Priya,31.0,139691.0,Delhi,HR,19.0,2.0,24614.0,6.0
4603.0,Karan,,147631.0,,Sales,0.0,8.0,44169.0,10.0
